"","round","department","city","pdi","latitude","longitude","arcgis_address","score","location.x","location.y","extent.xmin","extent.ymin","extent.xmax","extent.ymax"
"253",6,"Ouest","Cité Soleil",139,18.5935228,-72.3241814,"Cité Soleil, Port-au-Prince, L'Ouest",100,-72.3241814,18.5935228,-72.3591814,18.5585228,-72.2891814,18.6285228
"254",6,"Ouest","Delmas",132,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"255",6,"Ouest","Delmas",108,18.5581224,-72.2971561,"Delmas, Port-au-Prince, L'Ouest",100,-72.2971561,18.5581224,-72.3321561,18.5231224,-72.2621561,18.5931224
"256",6,"Ouest","Anse à Galets",100,18.8324311,-72.8643389,"Anse-à-Galets, La Gonave, L'Ouest",100,-72.8643389,18.8324311,-72.8713389,18.8254311,-72.8573389,18.8394311
"257",6,"Ouest","Tabarre",90,18.5733511,-72.2660827,"Tabarre, Port-au-Prince, L'Ouest",100,-72.2660827,18.5733511,-72.3070827,18.5323511,-72.2250827,18.6143511
"258",6,"Ouest","Pétion-Ville",36,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"259",6,"Ouest","Grand-Goâve",16,18.4182808,-72.7296867,"Grand-Gôave, Léogane, L'Ouest",100,-72.7296867,18.4182808,-72.8236867,18.3242808,-72.6356867,18.5122808
"260",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"261",6,"Ouest","Port-au-Prince",0,18.54349,-72.33881,"Port-au-Prince, Departement de l'Ouest",100,-72.33881,18.54349,-72.48781,18.39449,-72.18981,18.69249
"262",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
"263",6,"Ouest","Pétion-Ville",0,18.5166745,-72.2831217,"Pétion-Ville, Port-au-Prince, L'Ouest",100,-72.2831217,18.5166745,-72.3701217,18.4296745,-72.1961217,18.6036745
"264",6,"Ouest","Carrefour",0,18.54114,-72.39922,"Carrefour, Port-au-Prince, Département de l'Ouest",100,-72.39922,18.54114,-72.48922,18.45114,-72.30922,18.63114
"265",6,"Ouest","Croix-Des-Bouquets",0,18.57677,-72.22625,"Croix-des-Bouquets, Arrondissement de la Croix-des-Bouquets, Departement de l'Ouest",100,-72.22625,18.57677,-72.29125,18.51177,-72.16125,18.64177
